filename,observed_rating,predicted_rating
26_0_0_20170117091213670.jpg.chip.jpg,2.0000,2.2090
26_0_0_20170117091437385.jpg.chip.jpg,2.5000,3.0872
26_0_0_20170117091440776.jpg.chip.jpg,2.5000,2.9609
26_0_0_20170117091532995.jpg.chip.jpg,5.0000,3.7292
26_0_0_20170117120944631.jpg.chip.jpg,1.5000,2.1406
26_0_0_20170117140938167.jpg.chip.jpg,5.0000,3.6239
26_0_0_20170117144510833.jpg.chip.jpg,4.5000,3.8165
26_0_0_20170117144522395.jpg.chip.jpg,5.0000,3.4685
26_0_0_20170117144704233.jpg.chip.jpg,5.0000,3.5253
26_0_0_20170117152311509.jpg.chip.jpg,5.0000,4.1412
26_0_0_20170117152347004.jpg.chip.jpg,4.5000,4.0303
26_0_0_20170117152350379.jpg.chip.jpg,3.5000,3.4362
26_0_0_20170117152636524.jpg.chip.jpg,3.0000,3.3517
26_0_0_20170117152914653.jpg.chip.jpg,4.5000,3.1758
26_0_0_20170117153056836.jpg.chip.jpg,4.0000,3.6112
26_0_0_20170117153343071.jpg.chip.jpg,2.5000,1.9970
26_0_0_20170117153645909.jpg.chip.jpg,3.0000,3.7426
26_0_0_20170117154314150.jpg.chip.jpg,3.0000,2.6167
26_0_0_20170117154331222.jpg.chip.jpg,3.0000,3.4114
26_0_0_20170117155115749.jpg.chip.jpg,3.5000,3.3616
26_0_0_20170117170706453.jpg.chip.jpg,2.5000,3.0493
26_0_0_20170117170723363.jpg.chip.jpg,4.0000,2.9406
26_0_0_20170117170940347.jpg.chip.jpg,3.0000,3.0398
26_0_0_20170117171702618.jpg.chip.jpg,4.0000,3.9512
26_0_0_20170117171708077.jpg.chip.jpg,4.5000,3.5428
26_0_0_20170117171714931.jpg.chip.jpg,4.0000,3.6597
26_0_0_20170117171750643.jpg.chip.jpg,4.0000,4.0706
26_0_0_20170117171759796.jpg.chip.jpg,3.5000,3.0272
26_0_0_20170117171909243.jpg.chip.jpg,5.0000,4.2456
26_0_0_20170117171921227.jpg.chip.jpg,3.0000,3.1771
26_0_0_20170117171932498.jpg.chip.jpg,4.0000,3.4791
26_0_0_20170117172021611.jpg.chip.jpg,4.0000,3.3323
26_0_0_20170117172035787.jpg.chip.jpg,2.5000,3.5890
26_0_0_20170117172056035.jpg.chip.jpg,4.0000,3.5285
26_0_0_20170117172106787.jpg.chip.jpg,3.0000,3.1588
26_0_0_20170117172146059.jpg.chip.jpg,4.5000,4.9927
26_0_0_20170117172151444.jpg.chip.jpg,4.5000,3.3876
26_0_0_20170117172153925.jpg.chip.jpg,4.5000,4.2514
26_0_0_20170117172157291.jpg.chip.jpg,4.0000,4.1922
26_0_0_20170117172222445.jpg.chip.jpg,2.5000,3.1127
26_0_0_20170117172431020.jpg.chip.jpg,3.0000,3.0805
26_0_0_20170117172603774.jpg.chip.jpg,4.0000,4.3561
26_0_0_20170117172620391.jpg.chip.jpg,5.0000,3.0862
26_0_0_20170117172624038.jpg.chip.jpg,4.0000,4.2052
26_0_0_20170117172649700.jpg.chip.jpg,5.0000,4.7353
26_0_0_20170117172704775.jpg.chip.jpg,3.0000,3.3266
26_0_0_20170117172824779.jpg.chip.jpg,5.0000,3.5969
26_0_0_20170117172830773.jpg.chip.jpg,4.0000,3.2091
26_0_0_20170117172856799.jpg.chip.jpg,3.0000,3.3293
26_0_0_20170117172928270.jpg.chip.jpg,3.0000,2.8655
26_0_0_20170117172931573.jpg.chip.jpg,2.5000,2.8508
26_0_0_20170117173239213.jpg.chip.jpg,1.5000,3.4564
26_0_0_20170117173244372.jpg.chip.jpg,4.5000,4.4861
26_0_0_20170117173443951.jpg.chip.jpg,3.0000,3.4599
26_0_0_20170117173447156.jpg.chip.jpg,2.5000,2.6699
26_0_0_20170117173510724.jpg.chip.jpg,4.0000,3.8519
26_0_0_20170117184723591.jpg.chip.jpg,4.0000,3.4323
26_0_0_20170117195443924.jpg.chip.jpg,1.0000,2.4592
26_0_0_20170117195446239.jpg.chip.jpg,3.5000,4.0979
26_0_0_20170117195452420.jpg.chip.jpg,3.0000,3.0964
26_0_0_20170117195505325.jpg.chip.jpg,4.0000,3.4957
26_0_0_20170117195612332.jpg.chip.jpg,3.5000,3.8601
26_0_0_20170117195617829.jpg.chip.jpg,4.5000,4.1064
26_0_0_20170117195622444.jpg.chip.jpg,3.0000,3.1567
26_0_0_20170117195743604.jpg.chip.jpg,3.0000,3.1367
26_0_0_20170117195820069.jpg.chip.jpg,2.5000,2.9583
26_0_0_20170117195903790.jpg.chip.jpg,3.5000,3.0098
26_0_0_20170117200030565.jpg.chip.jpg,3.5000,3.2357
26_0_0_20170117200045150.jpg.chip.jpg,3.5000,3.1357
26_0_0_20170117200149083.jpg.chip.jpg,3.5000,3.1334
26_0_0_20170117200723805.jpg.chip.jpg,4.0000,3.0500
26_0_0_20170117201116334.jpg.chip.jpg,2.0000,2.7984
26_0_0_20170119175528635.jpg.chip.jpg,3.0000,3.7646
26_0_0_20170119180056835.jpg.chip.jpg,1.0000,2.7790
26_0_0_20170119180126156.jpg.chip.jpg,4.5000,3.7219
26_0_0_20170119180138027.jpg.chip.jpg,4.5000,3.4415
26_0_0_20170119180207803.jpg.chip.jpg,4.0000,4.1477
26_0_0_20170120134035224.jpg.chip.jpg,4.0000,3.2348
26_0_0_20170120134036223.jpg.chip.jpg,3.0000,3.6849
26_0_0_20170120134052839.jpg.chip.jpg,5.0000,3.4413
26_0_0_20170120134250839.jpg.chip.jpg,4.0000,3.1204
26_0_0_20170120134255183.jpg.chip.jpg,3.0000,3.4994
26_0_0_20170120134533448.jpg.chip.jpg,3.0000,3.4998
26_0_0_20170120134634767.jpg.chip.jpg,4.0000,4.0165
26_0_0_20170120134635670.jpg.chip.jpg,4.5000,3.9393
26_0_0_20170120140037464.jpg.chip.jpg,3.5000,3.6955
26_0_0_20170120140714337.jpg.chip.jpg,4.0000,3.5436
27_0_0_20170102233409115.jpg.chip.jpg,2.5000,3.2407
27_0_0_20170102233441859.jpg.chip.jpg,3.0000,3.5191
27_0_0_20170102233549947.jpg.chip.jpg,3.0000,2.6731
27_0_0_20170103181014215.jpg.chip.jpg,3.0000,2.9953
27_0_0_20170103182122389.jpg.chip.jpg,3.0000,2.5585
27_0_0_20170104170103608.jpg.chip.jpg,3.0000,2.8937
27_0_0_20170104171511929.jpg.chip.jpg,1.5000,2.9584
27_0_0_20170104172424772.jpg.chip.jpg,2.5000,3.1987
27_0_0_20170104194530608.jpg.chip.jpg,2.0000,2.4392
27_0_0_20170104201504434.jpg.chip.jpg,3.0000,3.2179
27_0_0_20170104231544105.jpg.chip.jpg,3.0000,3.6340
27_0_0_20170105175510406.jpg.chip.jpg,2.5000,2.6572
27_0_0_20170113133254871.jpg.chip.jpg,4.0000,3.6321
27_0_0_20170114033204410.jpg.chip.jpg,1.0000,2.4501
27_0_0_20170114034255912.jpg.chip.jpg,3.0000,3.6342
27_0_0_20170116182634081.jpg.chip.jpg,3.0000,3.4375
27_0_0_20170116194225517.jpg.chip.jpg,5.0000,2.9586
27_0_0_20170116203031756.jpg.chip.jpg,4.0000,2.9606
27_0_0_20170116204122640.jpg.chip.jpg,3.5000,3.6568
27_0_0_20170116204126806.jpg.chip.jpg,3.0000,3.0588
27_0_0_20170116204136393.jpg.chip.jpg,4.0000,3.7747
27_0_0_20170116204141166.jpg.chip.jpg,3.5000,4.4026
27_0_0_20170116204347283.jpg.chip.jpg,4.0000,3.8563
27_0_0_20170116204811619.jpg.chip.jpg,3.5000,3.4915
27_0_0_20170116204851886.jpg.chip.jpg,2.5000,3.2169
27_0_0_20170116205016692.jpg.chip.jpg,2.5000,2.9085
27_0_0_20170116205304488.jpg.chip.jpg,3.0000,2.8317
27_0_0_20170116205311022.jpg.chip.jpg,5.0000,4.2946
27_0_0_20170116205321366.jpg.chip.jpg,3.5000,3.2086
27_0_0_20170116205604495.jpg.chip.jpg,2.0000,2.6528
27_0_0_20170116205629794.jpg.chip.jpg,4.5000,4.2030
27_0_0_20170116215525646.jpg.chip.jpg,3.0000,3.5547
27_0_0_20170116220601280.jpg.chip.jpg,3.0000,3.4802
27_0_0_20170116220641348.jpg.chip.jpg,2.5000,3.6457
27_0_0_20170116220751583.jpg.chip.jpg,3.5000,3.0820
27_0_0_20170117010719987.jpg.chip.jpg,2.0000,2.6456
27_0_0_20170117010746791.jpg.chip.jpg,2.5000,3.5351
27_0_0_20170117012331112.jpg.chip.jpg,2.5000,3.0813
27_0_0_20170117012803721.jpg.chip.jpg,2.0000,2.9610
27_0_0_20170117012808138.jpg.chip.jpg,3.0000,2.8027
27_0_0_20170117013636316.jpg.chip.jpg,2.0000,3.1759
27_0_0_20170117013702526.jpg.chip.jpg,1.0000,2.4791
27_0_0_20170117013808240.jpg.chip.jpg,4.0000,2.9475
27_0_0_20170117114918781.jpg.chip.jpg,3.0000,3.8187
27_0_0_20170117114920473.jpg.chip.jpg,3.0000,3.1864
27_0_0_20170117120426927.jpg.chip.jpg,3.0000,2.8918
27_0_0_20170117120549066.jpg.chip.jpg,3.5000,3.2956
27_0_0_20170117133125316.jpg.chip.jpg,5.0000,3.4093
27_0_0_20170117134951867.jpg.chip.jpg,3.5000,3.7464
27_0_0_20170117135722872.jpg.chip.jpg,2.0000,2.6885
27_0_0_20170117144431762.jpg.chip.jpg,5.0000,4.2947
27_0_0_20170117144505322.jpg.chip.jpg,4.5000,3.8325
27_0_0_20170117175349504.jpg.chip.jpg,5.0000,3.5323
27_0_0_20170117175351801.jpg.chip.jpg,3.5000,3.6453
27_0_0_20170117175356352.jpg.chip.jpg,3.5000,2.6666
27_0_0_20170117175357929.jpg.chip.jpg,3.0000,3.6334
27_0_0_20170117175359640.jpg.chip.jpg,2.0000,3.3004
27_0_0_20170117175400993.jpg.chip.jpg,2.5000,2.4664
27_0_0_20170117175613066.jpg.chip.jpg,5.0000,3.5772
27_0_0_20170117175631490.jpg.chip.jpg,2.5000,3.2360
27_0_0_20170117175803620.jpg.chip.jpg,4.0000,2.8495
27_0_0_20170117175924156.jpg.chip.jpg,5.0000,3.7680
27_0_0_20170117184509194.jpg.chip.jpg,3.0000,3.3867
27_0_0_20170117192029218.jpg.chip.jpg,2.5000,2.7168
27_0_0_20170117195011835.jpg.chip.jpg,3.5000,3.4224
27_0_0_20170117202049702.jpg.chip.jpg,2.5000,3.2092
27_0_0_20170117202102927.jpg.chip.jpg,3.0000,2.8294
27_0_0_20170117202105807.jpg.chip.jpg,3.0000,2.7073
27_0_0_20170119145326086.jpg.chip.jpg,2.0000,3.6002
27_0_0_20170119150234550.jpg.chip.jpg,5.0000,4.3210
27_0_0_20170120220108816.jpg.chip.jpg,3.0000,3.3853
28_0_0_20170102233520314.jpg.chip.jpg,3.0000,3.3525
28_0_0_20170103181320400.jpg.chip.jpg,3.0000,3.6437
28_0_0_20170103225936561.jpg.chip.jpg,5.0000,4.6225
28_0_0_20170104022908893.jpg.chip.jpg,4.5000,4.1124
28_0_0_20170104202019890.jpg.chip.jpg,2.5000,3.5094
28_0_0_20170105161713835.jpg.chip.jpg,2.5000,2.7442
28_0_0_20170105162351171.jpg.chip.jpg,3.0000,2.8842
28_0_0_20170105162616443.jpg.chip.jpg,4.0000,3.1192
28_0_0_20170105164834828.jpg.chip.jpg,3.5000,3.0920
28_0_0_20170105164855636.jpg.chip.jpg,3.0000,3.6146
28_0_0_20170105164905292.jpg.chip.jpg,3.0000,2.7192
28_0_0_20170108225116577.jpg.chip.jpg,2.5000,3.2009
28_0_0_20170109141837163.jpg.chip.jpg,2.5000,2.5773
28_0_0_20170113132725104.jpg.chip.jpg,3.0000,3.7462
28_0_0_20170113132803105.jpg.chip.jpg,4.0000,3.5342
28_0_0_20170113133905983.jpg.chip.jpg,4.0000,2.9540
28_0_0_20170113161024162.jpg.chip.jpg,4.5000,3.7860
28_0_0_20170114024909834.jpg.chip.jpg,2.5000,2.9237
28_0_0_20170114030805385.jpg.chip.jpg,2.5000,3.2973
28_0_0_20170114030950715.jpg.chip.jpg,2.5000,3.0579
28_0_0_20170114031734642.jpg.chip.jpg,2.5000,2.8816
28_0_0_20170114032106670.jpg.chip.jpg,2.5000,3.1495
28_0_0_20170114033036427.jpg.chip.jpg,2.5000,2.7975
28_0_0_20170116003131512.jpg.chip.jpg,3.0000,3.3116
28_0_0_20170116003139657.jpg.chip.jpg,2.0000,3.7277
28_0_0_20170116192500842.jpg.chip.jpg,3.5000,2.5404
28_0_0_20170116193347672.jpg.chip.jpg,3.5000,3.2531
28_0_0_20170116204038276.jpg.chip.jpg,3.0000,2.2610
28_0_0_20170116210101534.jpg.chip.jpg,3.0000,2.9270
28_0_0_20170116211700944.jpg.chip.jpg,2.5000,3.6210
28_0_0_20170116212053311.jpg.chip.jpg,3.5000,4.2741
28_0_0_20170116212102377.jpg.chip.jpg,3.0000,3.1540
28_0_0_20170116213506025.jpg.chip.jpg,4.0000,3.1765
28_0_0_20170116214238404.jpg.chip.jpg,1.5000,2.6685
28_0_0_20170116214501624.jpg.chip.jpg,2.0000,2.4584
28_0_0_20170116215505239.jpg.chip.jpg,4.0000,4.2755
28_0_0_20170116220549107.jpg.chip.jpg,3.0000,3.1503
28_0_0_20170116220611954.jpg.chip.jpg,1.5000,3.2766
28_0_0_20170116220747543.jpg.chip.jpg,3.0000,3.2025
28_0_0_20170116223051730.jpg.chip.jpg,2.0000,2.8795
28_0_0_20170116224740572.jpg.chip.jpg,3.0000,2.5564
28_0_0_20170116232628323.jpg.chip.jpg,3.0000,3.4331
28_0_0_20170117020854365.jpg.chip.jpg,3.0000,3.1658
28_0_0_20170117020856429.jpg.chip.jpg,4.0000,3.0614
28_0_0_20170117020857776.jpg.chip.jpg,4.5000,3.6253
28_0_0_20170117021206167.jpg.chip.jpg,4.0000,4.5558
28_0_0_20170117021400330.jpg.chip.jpg,2.5000,2.8457
28_0_0_20170117021411463.jpg.chip.jpg,2.0000,2.9007
28_0_0_20170117120226377.jpg.chip.jpg,3.5000,3.0738
28_0_0_20170117120705693.jpg.chip.jpg,4.0000,3.3189
28_0_0_20170117120854505.jpg.chip.jpg,4.5000,3.4218
28_0_0_20170117120912350.jpg.chip.jpg,4.5000,4.4141
28_0_0_20170117120915648.jpg.chip.jpg,4.5000,3.5596
28_0_0_20170117120938226.jpg.chip.jpg,2.0000,3.0517
28_0_0_20170117121808358.jpg.chip.jpg,1.5000,3.1259
28_0_0_20170117121833834.jpg.chip.jpg,4.5000,3.9360
28_0_0_20170117133953048.jpg.chip.jpg,4.0000,2.7434
28_0_0_20170117134016877.jpg.chip.jpg,4.0000,3.4158
28_0_0_20170117134849833.jpg.chip.jpg,3.5000,3.4566
28_0_0_20170117140820048.jpg.chip.jpg,2.0000,3.9779
28_0_0_20170117142910226.jpg.chip.jpg,4.0000,3.1910
28_0_0_20170117145726220.jpg.chip.jpg,5.0000,3.8536
28_0_0_20170117180126293.jpg.chip.jpg,4.5000,3.4114
28_0_0_20170117180135357.jpg.chip.jpg,5.0000,3.9221
28_0_0_20170117180137421.jpg.chip.jpg,5.0000,2.9978
28_0_0_20170117180143493.jpg.chip.jpg,2.5000,3.5333
28_0_0_20170117180145941.jpg.chip.jpg,4.0000,3.5044
28_0_0_20170117180153864.jpg.chip.jpg,3.0000,3.7049
28_0_0_20170117180233918.jpg.chip.jpg,4.5000,4.4838
28_0_0_20170117180236154.jpg.chip.jpg,4.5000,3.0860
28_0_0_20170117180237845.jpg.chip.jpg,4.0000,4.1037
28_0_0_20170117180348335.jpg.chip.jpg,4.0000,3.1898
28_0_0_20170117180430030.jpg.chip.jpg,4.0000,3.3784
28_0_0_20170117180444192.jpg.chip.jpg,5.0000,3.3094
28_0_0_20170117180506408.jpg.chip.jpg,5.0000,4.2720
28_0_0_20170117180514216.jpg.chip.jpg,5.0000,3.9872
28_0_0_20170117180516071.jpg.chip.jpg,4.5000,4.2407
28_0_0_20170117180519102.jpg.chip.jpg,5.0000,3.4570
28_0_0_20170117180520264.jpg.chip.jpg,4.5000,3.2900
28_0_0_20170117180522441.jpg.chip.jpg,4.5000,3.1850
28_0_0_20170117180529832.jpg.chip.jpg,4.5000,3.8459
28_0_0_20170117180535344.jpg.chip.jpg,5.0000,3.9406
28_0_0_20170117180538592.jpg.chip.jpg,3.0000,3.1543
28_0_0_20170117180555824.jpg.chip.jpg,4.5000,2.4127
28_0_0_20170117180607705.jpg.chip.jpg,4.0000,3.5266
28_0_0_20170117180611163.jpg.chip.jpg,3.0000,3.7373
28_0_0_20170117180622480.jpg.chip.jpg,3.5000,3.2896
28_0_0_20170117180626585.jpg.chip.jpg,4.0000,3.9499
28_0_0_20170117191934140.jpg.chip.jpg,3.5000,3.5046
28_0_0_20170117202330366.jpg.chip.jpg,3.0000,3.2685
28_0_0_20170117202401886.jpg.chip.jpg,4.0000,4.0384
28_0_0_20170117202406775.jpg.chip.jpg,4.5000,3.2578
28_0_0_20170117202408999.jpg.chip.jpg,3.0000,3.6201
28_0_0_20170117202432502.jpg.chip.jpg,3.0000,3.5007
28_0_0_20170117202434527.jpg.chip.jpg,3.5000,3.2471
28_0_0_20170117202521375.jpg.chip.jpg,4.5000,3.6528
28_0_0_20170117202525511.jpg.chip.jpg,2.5000,2.7641
28_0_0_20170117202533919.jpg.chip.jpg,4.0000,3.4435
28_0_0_20170119155105218.jpg.chip.jpg,2.5000,3.6365
28_0_0_20170119194754322.jpg.chip.jpg,3.5000,3.6872
28_0_0_20170120133901719.jpg.chip.jpg,3.0000,3.2075
28_0_0_20170120133921719.jpg.chip.jpg,2.5000,3.2051
28_0_0_20170120134223574.jpg.chip.jpg,3.5000,3.2711
28_0_0_20170120134432302.jpg.chip.jpg,4.5000,3.8363
28_0_0_20170120134909814.jpg.chip.jpg,1.0000,2.8370
28_0_0_20170120220120096.jpg.chip.jpg,2.0000,3.0925
28_0_0_20170120220122514.jpg.chip.jpg,4.0000,3.8541
28_0_0_20170120221648261.jpg.chip.jpg,3.0000,4.0548
