filename,rating_1,rating_2
26_0_0_20170117173510724.jpg.chip.jpg,3,3
26_0_0_20170117184723591.jpg.chip.jpg,3,3
26_0_0_20170117195443924.jpg.chip.jpg,1,2
26_0_0_20170117195446239.jpg.chip.jpg,3,3
26_0_0_20170117195452420.jpg.chip.jpg,3,3
26_0_0_20170117195505325.jpg.chip.jpg,4,3
26_0_0_20170117195612332.jpg.chip.jpg,3,4
26_0_0_20170117195617829.jpg.chip.jpg,5,4
26_0_0_20170117195622444.jpg.chip.jpg,4,3
26_0_0_20170117195743604.jpg.chip.jpg,3,2
26_0_0_20170117195820069.jpg.chip.jpg,3,3
26_0_0_20170117195903790.jpg.chip.jpg,3,2
26_0_0_20170117200030565.jpg.chip.jpg,2,3
26_0_0_20170117200045150.jpg.chip.jpg,3,3
26_0_0_20170117200149083.jpg.chip.jpg,3,3
26_0_0_20170117200723805.jpg.chip.jpg,4,3
26_0_0_20170117201116334.jpg.chip.jpg,2,2
26_0_0_20170119175528635.jpg.chip.jpg,3,4
26_0_0_20170119180056835.jpg.chip.jpg,1,1
26_0_0_20170119180126156.jpg.chip.jpg,4,4
26_0_0_20170119180138027.jpg.chip.jpg,3,3
26_0_0_20170119180207803.jpg.chip.jpg,4,4
26_0_0_20170120134035224.jpg.chip.jpg,3,3
26_0_0_20170120134036223.jpg.chip.jpg,3,3
26_0_0_20170120134052839.jpg.chip.jpg,4,4
26_0_0_20170120134250839.jpg.chip.jpg,3,2
26_0_0_20170120134255183.jpg.chip.jpg,3,3
26_0_0_20170120134533448.jpg.chip.jpg,2,3
26_0_0_20170120134634767.jpg.chip.jpg,2,2
26_0_0_20170120134635670.jpg.chip.jpg,3,3
26_0_0_20170120140037464.jpg.chip.jpg,2,2
26_0_0_20170120140714337.jpg.chip.jpg,3,3
27_0_0_20170102233409115.jpg.chip.jpg,2,3
27_0_0_20170102233441859.jpg.chip.jpg,3,3
27_0_0_20170102233549947.jpg.chip.jpg,3,3
27_0_0_20170103181014215.jpg.chip.jpg,2,3
27_0_0_20170103182122389.jpg.chip.jpg,2,2
27_0_0_20170104170103608.jpg.chip.jpg,2,3
27_0_0_20170104171511929.jpg.chip.jpg,2,2
27_0_0_20170104172424772.jpg.chip.jpg,2,2
27_0_0_20170104194530608.jpg.chip.jpg,3,2
27_0_0_20170104201504434.jpg.chip.jpg,3,3
27_0_0_20170104231544105.jpg.chip.jpg,3,3
27_0_0_20170105175510406.jpg.chip.jpg,2,3
27_0_0_20170113133254871.jpg.chip.jpg,3,3
27_0_0_20170114033204410.jpg.chip.jpg,1,1
27_0_0_20170114034255912.jpg.chip.jpg,3,2
27_0_0_20170116182634081.jpg.chip.jpg,2,3
27_0_0_20170116194225517.jpg.chip.jpg,4,4
27_0_0_20170116203031756.jpg.chip.jpg,3,3
27_0_0_20170116204122640.jpg.chip.jpg,2,2
27_0_0_20170116204126806.jpg.chip.jpg,2,3
27_0_0_20170116204136393.jpg.chip.jpg,3,3
27_0_0_20170116204141166.jpg.chip.jpg,3,3
27_0_0_20170116204347283.jpg.chip.jpg,4,4
27_0_0_20170116204811619.jpg.chip.jpg,3,2
27_0_0_20170116204851886.jpg.chip.jpg,3,2
27_0_0_20170116205016692.jpg.chip.jpg,2,2
27_0_0_20170116205304488.jpg.chip.jpg,3,3
27_0_0_20170116205311022.jpg.chip.jpg,4,4
27_0_0_20170116205321366.jpg.chip.jpg,3,3
27_0_0_20170116205604495.jpg.chip.jpg,3,2
27_0_0_20170116205629794.jpg.chip.jpg,3,3
27_0_0_20170116215525646.jpg.chip.jpg,2,2
27_0_0_20170116220601280.jpg.chip.jpg,3,3
27_0_0_20170116220641348.jpg.chip.jpg,2,2
27_0_0_20170116220751583.jpg.chip.jpg,3,2
27_0_0_20170117010719987.jpg.chip.jpg,2,2
27_0_0_20170117010746791.jpg.chip.jpg,3,3
27_0_0_20170117012331112.jpg.chip.jpg,1,2
27_0_0_20170117012803721.jpg.chip.jpg,2,3
27_0_0_20170117012808138.jpg.chip.jpg,3,3
27_0_0_20170117013636316.jpg.chip.jpg,2,2
27_0_0_20170117013702526.jpg.chip.jpg,2,2
27_0_0_20170117013808240.jpg.chip.jpg,3,3
27_0_0_20170117114918781.jpg.chip.jpg,2,3
27_0_0_20170117114920473.jpg.chip.jpg,3,3
27_0_0_20170117120426927.jpg.chip.jpg,2,2
27_0_0_20170117120549066.jpg.chip.jpg,3,3
27_0_0_20170117133125316.jpg.chip.jpg,3,3
27_0_0_20170117134951867.jpg.chip.jpg,3,3
27_0_0_20170117135722872.jpg.chip.jpg,1,2
27_0_0_20170117144431762.jpg.chip.jpg,3,3
27_0_0_20170117144505322.jpg.chip.jpg,4,4
27_0_0_20170117175349504.jpg.chip.jpg,4,4
27_0_0_20170117175351801.jpg.chip.jpg,4,4
27_0_0_20170117175356352.jpg.chip.jpg,3,2
27_0_0_20170117175357929.jpg.chip.jpg,3,3
27_0_0_20170117175359640.jpg.chip.jpg,2,2
27_0_0_20170117175400993.jpg.chip.jpg,2,2
27_0_0_20170117175613066.jpg.chip.jpg,4,4
27_0_0_20170117175631490.jpg.chip.jpg,2,2
27_0_0_20170117175803620.jpg.chip.jpg,3,3
27_0_0_20170117175924156.jpg.chip.jpg,4,4
27_0_0_20170117184509194.jpg.chip.jpg,3,3
27_0_0_20170117192029218.jpg.chip.jpg,2,1
27_0_0_20170117195011835.jpg.chip.jpg,2,2
27_0_0_20170117202049702.jpg.chip.jpg,3,3
27_0_0_20170117202102927.jpg.chip.jpg,4,3
27_0_0_20170117202105807.jpg.chip.jpg,3,3
27_0_0_20170119145326086.jpg.chip.jpg,2,3
27_0_0_20170119150234550.jpg.chip.jpg,5,5
27_0_0_20170120220108816.jpg.chip.jpg,3,3
28_0_0_20170102233520314.jpg.chip.jpg,1,2
28_0_0_20170103181320400.jpg.chip.jpg,3,3
28_0_0_20170103225936561.jpg.chip.jpg,3,4
28_0_0_20170104022908893.jpg.chip.jpg,4,5
28_0_0_20170104202019890.jpg.chip.jpg,3,3
28_0_0_20170105161713835.jpg.chip.jpg,2,2
28_0_0_20170105162351171.jpg.chip.jpg,2,2
28_0_0_20170105162616443.jpg.chip.jpg,3,3
28_0_0_20170105164834828.jpg.chip.jpg,3,3
28_0_0_20170105164855636.jpg.chip.jpg,3,3
28_0_0_20170105164905292.jpg.chip.jpg,3,3
28_0_0_20170108225116577.jpg.chip.jpg,2,2
28_0_0_20170109141837163.jpg.chip.jpg,2,2
28_0_0_20170113132725104.jpg.chip.jpg,2,3
28_0_0_20170113132803105.jpg.chip.jpg,4,4
28_0_0_20170113133905983.jpg.chip.jpg,3,3
28_0_0_20170113161024162.jpg.chip.jpg,4,4
28_0_0_20170114024909834.jpg.chip.jpg,3,3
28_0_0_20170114030805385.jpg.chip.jpg,3,3
28_0_0_20170114030950715.jpg.chip.jpg,2,3
28_0_0_20170114031734642.jpg.chip.jpg,2,2
28_0_0_20170114032106670.jpg.chip.jpg,2,3
28_0_0_20170114033036427.jpg.chip.jpg,3,3
28_0_0_20170116003131512.jpg.chip.jpg,3,3
28_0_0_20170116003139657.jpg.chip.jpg,1,1
28_0_0_20170116192500842.jpg.chip.jpg,3,3
28_0_0_20170116193347672.jpg.chip.jpg,3,3
28_0_0_20170116204038276.jpg.chip.jpg,2,3
28_0_0_20170116210101534.jpg.chip.jpg,3,3
28_0_0_20170116211700944.jpg.chip.jpg,2,3
28_0_0_20170116212053311.jpg.chip.jpg,3,3
28_0_0_20170116212102377.jpg.chip.jpg,3,3
28_0_0_20170116213506025.jpg.chip.jpg,3,3
28_0_0_20170116214238404.jpg.chip.jpg,2,2
28_0_0_20170116214501624.jpg.chip.jpg,2,2
28_0_0_20170116215505239.jpg.chip.jpg,3,3
28_0_0_20170116220549107.jpg.chip.jpg,2,2
28_0_0_20170116220611954.jpg.chip.jpg,1,1
28_0_0_20170116220747543.jpg.chip.jpg,2,2
28_0_0_20170116223051730.jpg.chip.jpg,2,2
28_0_0_20170116224740572.jpg.chip.jpg,2,3
28_0_0_20170116232628323.jpg.chip.jpg,3,2
28_0_0_20170117020854365.jpg.chip.jpg,3,3
28_0_0_20170117020856429.jpg.chip.jpg,3,3
28_0_0_20170117020857776.jpg.chip.jpg,4,4
28_0_0_20170117021206167.jpg.chip.jpg,3,4
28_0_0_20170117021400330.jpg.chip.jpg,2,2
28_0_0_20170117021411463.jpg.chip.jpg,2,2
28_0_0_20170117120226377.jpg.chip.jpg,3,1
28_0_0_20170117120705693.jpg.chip.jpg,3,4
28_0_0_20170117120854505.jpg.chip.jpg,3,3
28_0_0_20170117120912350.jpg.chip.jpg,3,5
28_0_0_20170117120915648.jpg.chip.jpg,4,3
28_0_0_20170117120938226.jpg.chip.jpg,2,2
28_0_0_20170117121808358.jpg.chip.jpg,3,3
28_0_0_20170117121833834.jpg.chip.jpg,4,4
28_0_0_20170117133953048.jpg.chip.jpg,3,3
28_0_0_20170117134016877.jpg.chip.jpg,3,3
28_0_0_20170117134849833.jpg.chip.jpg,3,3
28_0_0_20170117140820048.jpg.chip.jpg,3,2
28_0_0_20170117142910226.jpg.chip.jpg,4,4
28_0_0_20170117145726220.jpg.chip.jpg,5,4
28_0_0_20170117180126293.jpg.chip.jpg,5,5
28_0_0_20170117180135357.jpg.chip.jpg,4,4
28_0_0_20170117180137421.jpg.chip.jpg,4,4
28_0_0_20170117180143493.jpg.chip.jpg,2,1
28_0_0_20170117180145941.jpg.chip.jpg,3,3
28_0_0_20170117180153864.jpg.chip.jpg,3,3
28_0_0_20170117180233918.jpg.chip.jpg,3,4
28_0_0_20170117180236154.jpg.chip.jpg,4,4
28_0_0_20170117180237845.jpg.chip.jpg,3,3
28_0_0_20170117180348335.jpg.chip.jpg,3,3
28_0_0_20170117180430030.jpg.chip.jpg,4,3
28_0_0_20170117180444192.jpg.chip.jpg,4,4
28_0_0_20170117180506408.jpg.chip.jpg,4,4
28_0_0_20170117180514216.jpg.chip.jpg,4,5
28_0_0_20170117180516071.jpg.chip.jpg,4,4
28_0_0_20170117180519102.jpg.chip.jpg,5,4
28_0_0_20170117180520264.jpg.chip.jpg,4,4
28_0_0_20170117180522441.jpg.chip.jpg,3,3
28_0_0_20170117180529832.jpg.chip.jpg,5,5
28_0_0_20170117180535344.jpg.chip.jpg,3,3
28_0_0_20170117180538592.jpg.chip.jpg,4,2
28_0_0_20170117180555824.jpg.chip.jpg,4,4
28_0_0_20170117180607705.jpg.chip.jpg,4,4
28_0_0_20170117180611163.jpg.chip.jpg,4,4
28_0_0_20170117180622480.jpg.chip.jpg,3,3
28_0_0_20170117180626585.jpg.chip.jpg,3,3
28_0_0_20170117191934140.jpg.chip.jpg,3,3
28_0_0_20170117202330366.jpg.chip.jpg,3,3
28_0_0_20170117202401886.jpg.chip.jpg,3,3
28_0_0_20170117202406775.jpg.chip.jpg,3,3
28_0_0_20170117202408999.jpg.chip.jpg,2,2
28_0_0_20170117202432502.jpg.chip.jpg,3,2
28_0_0_20170117202434527.jpg.chip.jpg,3,3
28_0_0_20170117202521375.jpg.chip.jpg,4,4
28_0_0_20170117202525511.jpg.chip.jpg,2,2
28_0_0_20170117202533919.jpg.chip.jpg,3,3
28_0_0_20170119155105218.jpg.chip.jpg,1,2
28_0_0_20170119194754322.jpg.chip.jpg,2,2
28_0_0_20170120133901719.jpg.chip.jpg,2,2
28_0_0_20170120133921719.jpg.chip.jpg,3,2
28_0_0_20170120134223574.jpg.chip.jpg,3,3
28_0_0_20170120134432302.jpg.chip.jpg,3,3
28_0_0_20170120134909814.jpg.chip.jpg,2,2
28_0_0_20170120220120096.jpg.chip.jpg,3,3
28_0_0_20170120220122514.jpg.chip.jpg,3,3
28_0_0_20170120221648261.jpg.chip.jpg,3,2
